249.000000,148.000000,4.000000
253.000000,365.000000,3.000000
117.000000,926.000000,3.000000
810.000000,994.000000,1.000000
861.000000,894.000000,2.000000
855.000000,864.000000,1.000000
668.000000,887.000000,4.000000
792.000000,131.000000,4.000000
298.000000,212.000000,3.000000
842.000000,921.000000,2.000000
508.000000,814.000000,3.000000
308.000000,278.000000,2.000000
330.000000,773.000000,1.000000
625.000000,42.000000,2.000000
963.000000,94.000000,2.000000
959.000000,681.000000,1.000000
89.000000,858.000000,1.000000
196.000000,586.000000,4.000000
349.000000,548.000000,0.000000
203.000000,594.000000,1.000000
206.000000,76.000000,3.000000
952.000000,333.000000,2.000000
971.000000,88.000000,4.000000
64.000000,536.000000,0.000000
548.000000,958.000000,0.000000
874.000000,818.000000,3.000000
257.000000,980.000000,0.000000
305.000000,207.000000,0.000000
74.000000,930.000000,2.000000
685.000000,98.000000,0.000000
954.000000,897.000000,1.000000
376.000000,388.000000,1.000000
560.000000,705.000000,0.000000
755.000000,325.000000,0.000000
901.000000,202.000000,2.000000
501.000000,428.000000,3.000000
97.000000,984.000000,2.000000
136.000000,73.000000,4.000000
904.000000,238.000000,3.000000
248.000000,870.000000,3.000000
336.000000,800.000000,3.000000
722.000000,930.000000,1.000000
603.000000,55.000000,1.000000
270.000000,452.000000,2.000000
903.000000,749.000000,2.000000
989.000000,958.000000,0.000000
387.000000,285.000000,2.000000
845.000000,85.000000,1.000000
378.000000,540.000000,2.000000
346.000000,987.000000,2.000000
746.000000,514.000000,3.000000
341.000000,831.000000,1.000000
320.000000,736.000000,0.000000
726.000000,309.000000,1.000000
760.000000,436.000000,4.000000
479.000000,356.000000,1.000000
48.000000,209.000000,4.000000
181.000000,270.000000,2.000000
117.000000,750.000000,2.000000
310.000000,942.000000,3.000000
32.000000,245.000000,2.000000
972.000000,690.000000,0.000000
99.000000,35.000000,2.000000
987.000000,86.000000,2.000000
701.000000,50.000000,3.000000
77.000000,455.000000,2.000000
907.000000,648.000000,3.000000
186.000000,38.000000,2.000000
737.000000,257.000000,0.000000
418.000000,657.000000,1.000000
46.000000,32.000000,0.000000
476.000000,116.000000,4.000000
428.000000,244.000000,2.000000
602.000000,625.000000,4.000000
280.000000,370.000000,3.000000
951.000000,474.000000,2.000000
247.000000,680.000000,3.000000
168.000000,881.000000,4.000000
301.000000,570.000000,2.000000
959.000000,247.000000,3.000000
836.000000,990.000000,3.000000
681.000000,646.000000,4.000000
22.000000,545.000000,0.000000
96.000000,488.000000,3.000000
76.000000,713.000000,1.000000
228.000000,434.000000,4.000000
738.000000,187.000000,3.000000
412.000000,375.000000,3.000000
745.000000,857.000000,3.000000
9.000000,476.000000,3.000000
538.000000,926.000000,0.000000
501.000000,197.000000,2.000000
31.000000,564.000000,4.000000
611.000000,194.000000,3.000000
121.000000,269.000000,1.000000
99.000000,7.000000,2.000000
247.000000,221.000000,1.000000
478.000000,613.000000,1.000000
641.000000,484.000000,3.000000
715.000000,37.000000,3.000000
